product,category,avg_price,nb_concurrents,nb_occurrences,cat_total_products,cat_avg_price,cat_nb_concurrents,feat_cat_popularity,feat_price_distance,feat_occurrence_score,feat_concurrent_coverage,predicted_category,confidence_score,correct_prediction,cat_score,feat_price_attractiveness,product_score,niveau_recommandation
a-balgha,habillement,60.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5536172224410641,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6436591880906074,0.8435016370574695,Priorite haute
a-babouche raphia,habillement,60.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5536172224410641,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6436591880906074,0.8435016370574695,Priorite haute
a-sandales,habillement,60.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5536172224410641,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6436591880906074,0.8435016370574695,Priorite haute
a-couffin ananas,habillement,60.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5536172224410641,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6436591880906074,0.8435016370574695,Priorite haute
a-balgha africa,habillement,60.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5536172224410641,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6436591880906074,0.8435016370574695,Priorite haute
a-sandales plates,habillement,75.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.4420215299112584,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6934709220753034,0.8434922237567043,Priorite haute
a-barboteuse,habillement,75.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.4420215299112584,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6934709220753034,0.8434922237567043,Priorite haute
a-jebba poisson,habillement,75.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.4420215299112584,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6934709220753034,0.8434922237567043,Priorite haute
a-t-shirt peint,habillement,195.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.4507440103271876,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6893014845358342,0.8432837518797308,Priorite haute
a-chemise brodée,habillement,195.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.4507440103271876,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6893014845358342,0.8432837518797308,Priorite haute
a-ballerines plates,habillement,85.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.3676244015580546,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.7311949091144897,0.8428784231086636,Priorite haute
a-robe sport chic,habillement,85.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.3676244015580546,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.7311949091144897,0.8428784231086636,Priorite haute
a-burnous fillette,habillement,85.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.3676244015580546,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.7311949091144897,0.8428784231086636,Priorite haute
a-tenue mère enfant,habillement,198.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.47306314883314876,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6788575227016749,0.8427615537880229,Priorite haute
a-couffin peint,habillement,55.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5908157866176661,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6286082954495712,0.8427490924254176,Priorite haute
a-echarpe soie,habillement,70.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.4792200940878603,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6760319197912434,0.8426202736425012,Priorite haute
a-noeud papillon,habillement,70.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.4792200940878603,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6760319197912434,0.8426202736425012,Priorite haute
a-pantalon top lin,habillement,200.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.48794257450378953,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.672068947508601,0.8424221250283692,Priorite haute
a-sac bois,habillement,130.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.032837323968637325,1.0,1.0,habillement,0.93,True,0.7248873954551525,0.9682066834664136,0.8422290118262598,Priorite haute
a-cache-bébé,habillement,50.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.628014350794268,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6142451996888876,0.8420309376373835,Priorite haute
a-sac éponge,habillement,50.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.628014350794268,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6142451996888876,0.8420309376373835,Priorite haute
a-ceinture laine,habillement,50.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.628014350794268,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6142451996888876,0.8420309376373835,Priorite haute
a-t-shirt cactus,habillement,49.9,1,1,351,134.41378917378916,1,0.7192622950819673,0.6287583220778,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6139646296476351,0.8420169091353208,Priorite haute
a-chaussures daim,habillement,219.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6292971183748768,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6137615961645094,0.8420067574611646,Priorite haute
a-sac jelliz,habillement,49.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6354540636295883,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.611450986144291,0.8418912269601536,Priorite haute
a-dengri bébé,habillement,65.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5164186582644622,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6594484936926968,0.8417911023375739,Priorite haute
a-mules plates,habillement,65.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5164186582644622,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6594484936926968,0.8417911023375739,Priorite haute
a-sac à message,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-sac rond,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-cape fleurie,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-sac tricot,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-châle,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-jebba domiaty,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-sac macramé,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-sac bicolore,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-jebba nomade,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-lingerie nuisette,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-couffin cerises,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-t-shirt jelliz,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-sac fourre-tout,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-pochette crochet,habillement,45.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6652129149708699,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.6005238075021135,0.8413448680280448,Priorite haute
a-t-shirt elyssa,habillement,43.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6800923406415107,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.5952053799722516,0.8410789466515517,Priorite haute
a-chemise lin,habillement,60.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5536172224410641,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6436591880906074,0.8410016370574696,Priorite haute
a-couffin fleurs,habillement,60.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5536172224410641,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6436591880906074,0.8410016370574696,Priorite haute
a-couffin fleuri,habillement,58.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.568496648111705,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6375531635364912,0.8406963358297637,Priorite haute
a-robe crochet,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.5874020542323745,0.8406887803645579,Priorite haute
a-chapeau fruits,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.5874020542323745,0.8406887803645579,Priorite haute
a-ceinture macramé,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.5874020542323745,0.8406887803645579,Priorite haute
a-t-shirt,habillement,55.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5908157866176661,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6286082954495712,0.8402490924254177,Priorite haute
a-t-shirt homme,habillement,55.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5908157866176661,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6286082954495712,0.8402490924254177,Priorite haute
a-mules jeans,habillement,55.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5908157866176661,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6286082954495712,0.8402490924254177,Priorite haute
a-mules,habillement,35.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7396100433240738,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.5748414731437078,0.8400607513101245,Priorite haute
a-mules raphia,habillement,35.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7396100433240738,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.5748414731437078,0.8400607513101245,Priorite haute
a-pochette soie,habillement,50.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.628014350794268,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6142451996888876,0.8395309376373835,Priorite haute
a-turbonnet,habillement,50.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.628014350794268,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6142451996888876,0.8395309376373835,Priorite haute
a-sac toile de jute,habillement,50.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.628014350794268,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6142451996888876,0.8395309376373835,Priorite haute
a-chemisier,habillement,50.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.628014350794268,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.6142451996888876,0.8395309376373835,Priorite haute
a-sac rond nattes,habillement,30.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7768086075006757,1.0,1.0,habillement,1.0,True,0.7248873954551525,0.5628068187977977,0.839459018592829,Priorite haute
a-sac calligraphié,habillement,80.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.4048229657346565,1.0,1.0,habillement,0.97,True,0.7248873954551525,0.7118334654196423,0.8394103509239212,Priorite haute
a-sac ethno,habillement,220.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6367368312101972,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.610971770740079,0.8393672661899431,Priorite haute
a-balgha crocro,habillement,90.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.33042583738145265,1.0,1.0,habillement,0.96,True,0.7248873954551525,0.751639040600867,0.8389006296829824,Priorite haute
a-dengri enfant,habillement,100.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.2560287090282488,1.0,1.0,habillement,0.95,True,0.7248873954551525,0.7961601457132852,0.8386266849386034,Priorite haute
a-robe mini,habillement,135.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.00436124020796459,1.0,1.0,habillement,0.91,True,0.7248873954551525,0.9956576976157885,0.8386015625337285,Priorite haute
a-couffin amazigh,habillement,75.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.4420215299112584,1.0,1.0,habillement,0.97,True,0.7248873954551525,0.6934709220753034,0.8384922237567043,Priorite haute
a-sweat chechia,habillement,42.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6875320534768311,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.5925813367157649,0.8384477444887274,Priorite haute
a-sac bandoulière,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.5874020542323745,0.8381887803645579,Priorite haute
a-pochette chips,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.5874020542323745,0.8381887803645579,Priorite haute
a-pochette oiseau,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.5874020542323745,0.8381887803645579,Priorite haute
a-sac rond brodé,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.5874020542323745,0.8381887803645579,Priorite haute
a-lingerie combinaison,habillement,55.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5908157866176661,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.6286082954495712,0.8377490924254176,Priorite haute
a-jarretière,habillement,55.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.5908157866176661,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.6286082954495712,0.8377490924254176,Priorite haute
a-sac fleurs brodées,habillement,35.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7396100433240738,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.5748414731437078,0.8375607513101245,Priorite haute
a-gilet hayek,habillement,35.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7396100433240738,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.5748414731437078,0.8375607513101245,Priorite haute
a-jebba khomssa,habillement,35.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7396100433240738,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.5748414731437078,0.8375607513101245,Priorite haute
a-jebba khlel,habillement,35.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7396100433240738,1.0,1.0,habillement,0.99,True,0.7248873954551525,0.5748414731437078,0.8375607513101245,Priorite haute
a-couffin africain,habillement,200.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.48794257450378953,1.0,1.0,habillement,0.97,True,0.7248873954551525,0.672068947508601,0.8374221250283692,Priorite haute
a-chemisier poisson,habillement,175.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.3019497536207799,1.0,1.0,habillement,0.95,True,0.7248873954551525,0.7680787966040591,0.8372226174831421,Priorite haute
a-ensemble veste-pantalon,habillement,220.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6367368312101972,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.610971770740079,0.836867266189943,Priorite haute
a-tenue boho,habillement,220.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.6367368312101972,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.610971770740079,0.836867266189943,Priorite haute
a-cape rose pâle,habillement,90.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.33042583738145265,1.0,1.0,habillement,0.95,True,0.7248873954551525,0.751639040600867,0.8364006296829825,Priorite haute
a-couffin faïence,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.5874020542323745,0.8356887803645578,Priorite haute
a-cartable palmier,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.5874020542323745,0.8356887803645578,Priorite haute
a-t-shirt mère-fille,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.5874020542323745,0.8356887803645578,Priorite haute
a-bourse raphia,habillement,40.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7024114791474718,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.5874020542323745,0.8356887803645578,Priorite haute
a-robe rayée,habillement,230.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.711133959563401,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.5844077808233973,0.8355390666941089,Priorite haute
a-jaquette customisée,habillement,35.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7396100433240738,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.5748414731437078,0.8350607513101245,Priorite haute
a-sac tricot bois,habillement,35.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7396100433240738,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.5748414731437078,0.8350607513101245,Priorite haute
a-tenue al amir,habillement,35.0,1,1,351,134.41378917378916,1,0.7192622950819673,0.7396100433240738,1.0,1.0,habillement,0.98,True,0.7248873954551525,0.5748414731437078,0.8350607513101245,Priorite haute
